Wavelength (nm),Rx (dB),Tx (dB)
1528.854981,-37.433686,-0.0949453
1528.85745,-35.4576275,-0.0938857
1528.859919,-34.2249186,-0.0903091
1528.862387,-33.1120196,-0.0928147
1528.864856,-32.0388075,-0.0902857
1528.867324,-31.4083959,-0.1017002
1528.869793,-31.1409254,-0.1042462
1528.872262,-31.0561081,-0.1011601
1528.87473,-31.0182439,-0.0966728
1528.877199,-31.3308741,-0.0996887
1528.879668,-32.1166182,-0.0964257
1528.882136,-33.1981758,-0.0956851
1528.884605,-34.7349649,-0.0949845
1528.887074,-36.3622152,-0.0931765
1528.889542,-36.2958039,-0.0936021
1528.892011,-34.1162733,-0.092044
1528.894479,-30.8871843,-0.1009581
1528.896948,-27.5271202,-0.1104097
1528.899417,-24.8084662,-0.1126043
1528.901885,-22.4984531,-0.1261854
1528.904354,-20.4100574,-0.1441417
1528.906823,-18.6134486,-0.1616098
1528.909291,-16.9994392,-0.1869542
1528.91176,-15.5493035,-0.2280071
1528.914229,-14.2291572,-0.2603161
1528.916697,-13.0519942,-0.3225225
1528.919166,-11.9738694,-0.3799309
1528.921634,-10.9789305,-0.4540543
1528.924103,-10.0766069,-0.5358782
1528.926572,-9.2423427,-0.6408764
1528.92904,-8.5369343,-0.7333224
1528.931509,-7.8392859,-0.8591592
1528.933978,-7.2224138,-0.9759212
1528.936446,-6.6756616,-1.1031855
1528.938915,-6.176141,-1.2552521
1528.941384,-5.7339465,-1.3773206
1528.943852,-5.2989483,-1.5096847
1528.946321,-4.9806427,-1.6686939
1528.948789,-4.6171936,-1.8121255
1528.951258,-4.3445759,-1.9516462
1528.953727,-4.1216708,-2.0731146
1528.956195,-3.9104258,-2.1997457
1528.958664,-3.7161665,-2.3184013
1528.961133,-3.5505676,-2.4258003
1528.963601,-3.4207623,-2.5232818
1528.96607,-3.2985639,-2.6029124
1528.968538,-3.1843237,-2.6801258
1528.971007,-3.1051935,-2.7492305
1528.973476,-3.0649334,-2.7928139
1528.975944,-3.0102358,-2.8237526
1528.978413,-2.9770606,-2.8372635
1528.980882,-2.9814466,-2.8432668
1528.98335,-2.9851272,-2.8352253
1528.985819,-2.9979519,-2.817039
1528.988288,-3.0347258,-2.7729282
1528.990756,-3.0972405,-2.7170912
1528.993225,-3.1565107,-2.6625728
1528.995693,-3.2427065,-2.5902664
1528.998162,-3.3584353,-2.5031543
1529.000631,-3.4941928,-2.4177986
1529.003099,-3.6337888,-2.3084312
1529.005568,-3.8085445,-2.1913803
1529.008037,-4.0215586,-2.070273
1529.010505,-4.2431756,-1.9448755
1529.012974,-4.4816885,-1.8282743
1529.015443,-4.7607488,-1.700046
1529.017911,-5.0565266,-1.5604022
1529.02038,-5.3864079,-1.4333455
1529.022848,-5.7567479,-1.3098953
1529.025317,-6.1626719,-1.1887918
1529.027786,-6.5696967,-1.0614637
1529.030254,-7.0516648,-0.9516804
1529.032723,-7.5749531,-0.8379544
1529.035192,-8.1781019,-0.7393819
1529.03766,-8.8010778,-0.6506965
1529.040129,-9.4260075,-0.5652166
1529.042598,-10.1580032,-0.4903339
1529.045066,-10.9122444,-0.4302296
1529.047535,-11.6722389,-0.365975
1529.050003,-12.4910532,-0.3342875
1529.052472,-13.3732199,-0.2953296
1529.054941,-14.2716511,-0.2427009
1529.057409,-15.2192395,-0.2081773
1529.059878,-16.1561005,-0.1926224
1529.062347,-17.194018,-0.1634852
1529.064815,-18.2450823,-0.1568159
1529.067284,-19.3699488,-0.1373113
1529.069753,-20.5232391,-0.1291281
1529.072221,-21.5659199,-0.1240241
1529.07469,-22.6043333,-0.1225862
1529.077158,-23.7800425,-0.1187758
1529.079627,-24.8199675,-0.1125536
1529.082096,-25.8885893,-0.1006483
1529.084564,-26.8531099,-0.104232
1529.087033,-27.64722,-0.0967327
1529.089502,-28.6392752,-0.0979312
1529.09197,-29.4597907,-0.0909934
1529.094439,-30.0559145,-0.0882368
1529.096908,-30.5666837,-0.0968329
1529.099376,-30.9537992,-0.0928015
1529.101845,-31.0590756,-0.0837567
1529.104313,-30.9196199,-0.0834815
1529.106782,-30.8295862,-0.0929404
1529.109251,-30.6981595,-0.0878239
1529.111719,-30.4198113,-0.0841214
1529.114188,-30.2305158,-0.0916363
1529.116657,-29.9598678,-0.0879467
1529.119125,-29.819727,-0.0787843
1529.121594,-29.8804356,-0.0833699
1529.124062,-29.9696364,-0.0906396
1529.126531,-29.9110063,-0.0916802
1529.129,-29.9609369,-0.0967163
1529.131468,-30.1640124,-0.0959029
1529.133937,-30.1308644,-0.0916193
1529.136406,-30.3182961,-0.0867176
1529.138874,-30.433564,-0.082787
1529.141343,-30.7958637,-0.0909383
1529.143812,-31.10785,-0.0912472
1529.14628,-31.578104,-0.0814245
1529.148749,-32.2053428,-0.0994309
1529.151217,-32.9401702,-0.0907093
1529.153686,-33.8163256,-0.0873449
1529.156155,-34.7791271,-0.08335
1529.158623,-35.7807494,-0.0833252
1529.161092,-36.5015159,-0.079684
1529.163561,-37.4913869,-0.0871567
1529.166029,-38.2922301,-0.0795047
1529.168498,-39.4591545,-0.0887772
1529.170967,-40.9664107,-0.0855013
1529.173435,-40.9812535,-0.084823
1529.175904,-42.9172308,-0.0923852
1529.178372,-43.9961062,-0.0838254
1529.180841,-45.3634579,-0.0706522
1529.18331,-44.5239344,-0.0748804
1529.185778,-44.6827916,-0.0838377
1529.188247,-43.8137697,-0.0797237
1529.190716,-42.0204004,-0.0772175
1529.193184,-40.9659289,-0.0784456
1529.195653,-40.0730489,-0.0859447
1529.198122,-38.8604875,-0.0865517
1529.20059,-38.1428005,-0.0783892
1529.203059,-37.4112031,-0.0915328
1529.205527,-36.4437864,-0.086862
1529.207996,-35.4172677,-0.0860379
1529.210465,-34.7973908,-0.0835921
1529.212933,-34.4418217,-0.09688
1529.215402,-33.8444087,-0.0987109
1529.217871,-33.3511331,-0.0959374
1529.220339,-32.911466,-0.0951768
1529.222808,-32.5984966,-0.0953784
1529.225277,-32.1672216,-0.0840774
1529.227745,-31.6286918,-0.0888177
1529.230214,-31.5721574,-0.0940497
1529.232682,-31.5800754,-0.0959641
1529.235151,-31.6349278,-0.0940195
1529.23762,-31.6701546,-0.0796043
1529.240088,-31.8578584,-0.0779034
1529.242557,-32.0788656,-0.0764836
1529.245026,-32.1476716,-0.0832574
1529.247494,-32.4378025,-0.0815846
1529.249963,-32.833869,-0.0804608
1529.252431,-33.2384242,-0.0818126
1529.2549,-33.4799944,-0.0869515
1529.257369,-34.049276,-0.0864083
1529.259837,-34.6704882,-0.0870373
1529.262306,-35.2248052,-0.0751704
1529.264775,-35.6406308,-0.0846124
1529.267243,-36.1880725,-0.0842127
1529.269712,-36.0995145,-0.0865684
1529.272181,-36.4236157,-0.0803945
1529.274649,-36.0569748,-0.0931487
1529.277118,-35.7063499,-0.1002342
1529.279586,-35.5247893,-0.0846339
1529.282055,-35.5831805,-0.082918
1529.284524,-35.1151621,-0.0965344
1529.286992,-34.6646818,-0.1077091
1529.289461,-34.0657628,-0.0993277
1529.29193,-33.2115708,-0.1005291
1529.294398,-32.3563887,-0.1009356
1529.296867,-31.5843834,-0.087309
1529.299336,-30.6476997,-0.0936524
1529.301804,-29.9435106,-0.0984482
1529.304273,-29.2550488,-0.0926325
1529.306741,-28.369518,-0.0943099
1529.30921,-27.7280954,-0.0896161
1529.311679,-27.3481582,-0.0871129
1529.314147,-26.9704136,-0.1080986
1529.316616,-26.8574895,-0.1001092
1529.319085,-26.5788482,-0.0947919
1529.321553,-26.5846057,-0.0908551
1529.324022,-26.6964678,-0.0967362
1529.326491,-27.01036,-0.0946332
1529.328959,-27.5847517,-0.0955359
1529.331428,-28.5893524,-0.0889693
1529.333896,-29.9911337,-0.0821948
1529.336365,-32.3259216,-0.0956292
1529.338834,-36.0180959,-0.1011838
1529.341302,-39.2172008,-0.0917638
1529.343771,-36.6962955,-0.0894211
1529.34624,-30.9692095,-0.0842757
1529.348708,-26.8256187,-0.0881322
1529.351177,-23.6761003,-0.1127589
1529.353646,-21.1379352,-0.1348543
1529.356114,-19.0287055,-0.1532318
1529.358583,-17.2289254,-0.1822105
1529.361051,-15.6622391,-0.2129992
1529.36352,-14.1874952,-0.2540347
1529.365989,-12.9011907,-0.3119622
1529.368457,-11.7531775,-0.3832003
1529.370926,-10.7017643,-0.4757791
1529.373395,-9.7384004,-0.5700566
1529.375863,-8.9227945,-0.6773478
1529.378332,-8.1370106,-0.7948743
1529.380801,-7.4571025,-0.9277146
1529.383269,-6.8173388,-1.061576
1529.385738,-6.2698741,-1.1959603
1529.388206,-5.7608211,-1.3678947
1529.390675,-5.321074,-1.5236747
1529.393144,-4.9005383,-1.6849683
1529.395612,-4.5580264,-1.8370239
1529.398081,-4.2653341,-2.0202727
1529.40055,-3.9797829,-2.1695133
1529.403018,-3.7067588,-2.3122673
1529.405487,-3.4904998,-2.4600938
1529.407955,-3.3229071,-2.5864031
1529.410424,-3.1510724,-2.7135773
1529.412893,-3.0080401,-2.8494818
1529.415361,-2.9036566,-2.9442864
1529.41783,-2.7928508,-3.0350308
1529.420299,-2.6947905,-3.1199991
1529.422767,-2.6327532,-3.1755072
1529.425236,-2.589037,-3.2251344
1529.427705,-2.5730722,-3.2453745
1529.430173,-2.5401188,-3.2638177
1529.432642,-2.5352625,-3.2657777
1529.43511,-2.555015,-3.2510709
1529.437579,-2.5783534,-3.2239243
1529.440048,-2.6261447,-3.1735297
1529.442516,-2.6919913,-3.119001
1529.444985,-2.7625758,-3.0474379
1529.447454,-2.8346359,-2.9502811
1529.449922,-2.9343737,-2.8490078
1529.452391,-3.0560168,-2.7431452
1529.45486,-3.1999314,-2.6176431
1529.457328,-3.3690032,-2.4963344
1529.459797,-3.5640825,-2.3610392
1529.462265,-3.7717754,-2.2198365
1529.464734,-4.0167121,-2.0700983
1529.467203,-4.2762659,-1.9150044
1529.469671,-4.567225,-1.7637233
1529.47214,-4.9000421,-1.6153926
1529.474609,-5.2682002,-1.4626253
1529.477077,-5.6740359,-1.3206255
1529.479546,-6.1150927,-1.1799653
1529.482015,-6.5985486,-1.0475476
1529.484483,-7.1383743,-0.923713
1529.486952,-7.6984816,-0.8102747
1529.48942,-8.3245905,-0.7111219
1529.491889,-8.9761538,-0.614627
1529.494358,-9.6583807,-0.5331718
1529.496826,-10.4424714,-0.4613648
1529.499295,-11.2471112,-0.3939331
1529.501764,-12.0998334,-0.3380319
1529.504232,-12.9672574,-0.2978453
1529.506701,-13.9418089,-0.2418784
1529.50917,-14.9446828,-0.2200165
1529.511638,-16.0007665,-0.1942369
1529.514107,-17.0550444,-0.1534681
1529.516575,-18.1433263,-0.1511075
1529.519044,-19.2797725,-0.1342555
1529.521513,-20.3271976,-0.1270074
1529.523981,-21.4443921,-0.1094765
1529.52645,-22.5406403,-0.1086116
1529.528919,-23.7003352,-0.0963558
1529.531387,-24.7277465,-0.0974833
1529.533856,-25.8635211,-0.0863331
1529.536324,-26.7029026,-0.0872985
1529.538793,-27.5869925,-0.0836362
1529.541262,-28.3078474,-0.0870262
1529.54373,-29.0630634,-0.0976207
1529.546199,-29.5981912,-0.0853812
1529.548668,-29.8496071,-0.0917569
1529.551136,-30.1123359,-0.0911794
1529.553605,-30.4253121,-0.0842385
1529.556074,-30.5069774,-0.0863593
1529.558542,-30.3439832,-0.0897879
1529.561011,-30.340946,-0.0954143
1529.563479,-30.3395479,-0.0949535
1529.565948,-30.2391313,-0.0937371
1529.568417,-30.0457903,-0.0931332
1529.570885,-29.828512,-0.0908025
1529.573354,-29.7153623,-0.0940348
1529.575823,-29.601491,-0.0914955
1529.578291,-29.688866,-0.0887538
1529.58076,-29.7015738,-0.0974413
1529.583229,-29.6598886,-0.0972873
1529.585697,-29.867913,-0.0987722
1529.588166,-30.0943009,-0.0892191
1529.590634,-30.265323,-0.0876328
1529.593103,-30.5155183,-0.094186
1529.595572,-30.7402003,-0.0945701
1529.59804,-30.941874,-0.0895722
1529.600509,-31.0850899,-0.0827502
1529.602978,-31.3985675,-0.0847031
1529.605446,-32.0153583,-0.0878337
1529.607915,-32.2733325,-0.0822206
1529.610384,-32.5301164,-0.0781426
1529.612852,-33.1245812,-0.0910493
1529.615321,-33.7351303,-0.088212
1529.617789,-34.2152352,-0.08944
1529.620258,-34.9543842,-0.0917042
1529.622727,-35.7662235,-0.0857293
1529.625195,-36.0150727,-0.069959
1529.627664,-36.5012517,-0.0886843
1529.630133,-36.5797868,-0.0746922
1529.632601,-37.2029425,-0.0791161
1529.63507,-37.4336525,-0.0859453
1529.637539,-37.0163324,-0.0882464
1529.640007,-37.1357662,-0.0871985
1529.642476,-36.3592551,-0.0778388
1529.644944,-36.4099217,-0.0867517
1529.647413,-35.4495257,-0.0886421
1529.649882,-34.8899916,-0.0810027
1529.65235,-34.4437909,-0.0962548
1529.654819,-33.7950937,-0.0923212
1529.657288,-33.4571573,-0.0873779
1529.659756,-32.8183124,-0.0991394
1529.662225,-32.5254491,-0.092427
1529.664694,-32.091309,-0.0844632
1529.667162,-31.8001535,-0.0902251
1529.669631,-31.3926771,-0.0871836
1529.672099,-31.1456419,-0.0937249
1529.674568,-30.854163,-0.0978599
1529.677037,-30.6581046,-0.0858128
1529.679505,-30.501469,-0.0917709
1529.681974,-30.2888658,-0.0973178
1529.684443,-30.1765018,-0.099029
1529.686911,-29.994875,-0.1028419
1529.68938,-29.9106256,-0.100274
1529.691848,-29.9460463,-0.1036012
1529.694317,-30.0389709,-0.1044016
1529.696786,-30.0974986,-0.1035775
1529.699254,-30.1029223,-0.1006398
1529.701723,-30.3118073,-0.1023114
1529.704192,-30.4942205,-0.1035927
1529.70666,-30.8037898,-0.1042671
1529.709129,-31.1036535,-0.1068121
1529.711598,-31.3646763,-0.1102035
1529.714066,-32.0309431,-0.099841
1529.716535,-32.6514802,-0.0989898
1529.719003,-32.9617963,-0.1069418
1529.721472,-33.4209862,-0.103698
1529.723941,-33.8353786,-0.1026949
1529.726409,-34.1609999,-0.0984531
1529.728878,-34.2438599,-0.1077416
1529.731347,-34.1264076,-0.1031549
1529.733815,-34.0227266,-0.0990415
1529.736284,-33.7827405,-0.1051415
1529.738753,-33.5472266,-0.0997069
1529.741221,-33.4139494,-0.0986546
1529.74369,-33.3568928,-0.0868096
1529.746158,-32.844682,-0.0893655
1529.748627,-32.3856311,-0.0874592
1529.751096,-31.887074,-0.1076445
1529.753564,-31.5490291,-0.0887548
1529.756033,-31.0067376,-0.1034143
1529.758502,-30.1819904,-0.1059524
1529.76097,-29.5908896,-0.0954501
1529.763439,-28.8729569,-0.0951079
1529.765908,-28.5495266,-0.1034587
1529.768376,-27.9325885,-0.088265
1529.770845,-27.4714097,-0.094529
1529.773313,-27.213969,-0.0915488
1529.775782,-26.9387017,-0.0925689
1529.778251,-26.7448012,-0.0981585
1529.780719,-26.787055,-0.0929505
1529.783188,-26.7788285,-0.0857339
1529.785657,-27.1062492,-0.0973878
1529.788125,-27.5709186,-0.0862285
1529.790594,-28.4664124,-0.089285
1529.793063,-29.8438283,-0.0951055
1529.795531,-31.9421273,-0.0919604
1529.798,-35.2106093,-0.0955368
1529.800468,-37.5492601,-0.0935953
1529.802937,-35.0857338,-0.0895433
1529.805406,-30.0775345,-0.093353
1529.807874,-26.1647706,-0.1031091
1529.810343,-23.0783245,-0.117909
1529.812812,-20.61239,-0.1381592
1529.81528,-18.4929079,-0.1580417
1529.817749,-16.6485279,-0.1870694
1529.820218,-15.0456264,-0.239191
1529.822686,-13.6235935,-0.2948802
1529.825155,-12.3147007,-0.3614467
1529.827623,-11.1482427,-0.4389785
1529.830092,-10.1131316,-0.5427267
1529.832561,-9.1716188,-0.6537098
1529.835029,-8.3004277,-0.7790632
1529.837498,-7.5200401,-0.9200071
1529.839967,-6.8266848,-1.0688613
1529.842435,-6.2254093,-1.2430369
1529.844904,-5.6682857,-1.4145958
1529.847372,-5.1931267,-1.5797462
1529.849841,-4.7545702,-1.766515
1529.85231,-4.3623081,-1.9528526
1529.854778,-4.0311272,-2.1515973
1529.857247,-3.7261801,-2.3380919
1529.859716,-3.4414085,-2.5120426
1529.862184,-3.2218551,-2.6880922
1529.864653,-3.023924,-2.861932
1529.867122,-2.8171116,-3.0167816
1529.86959,-2.6911957,-3.15575
1529.872059,-2.5409122,-3.2903347
1529.874527,-2.4247486,-3.4109314
1529.876996,-2.3628471,-3.5139261
1529.879465,-2.3111874,-3.6132982
1529.881933,-2.2054601,-3.6747056
1529.884402,-2.140871,-3.7443696
1529.886871,-2.1419461,-3.7761278
1529.889339,-2.1131658,-3.8062985
1529.891808,-2.093149,-3.8012777
1529.894277,-2.1067304,-3.8010487
1529.896745,-2.1352388,-3.7853229
1529.899214,-2.1576083,-3.736355
1529.901682,-2.1956303,-3.6705334
1529.904151,-2.2471054,-3.600165
1529.90662,-2.3378375,-3.5118901
1529.909088,-2.4372975,-3.4104865
1529.911557,-2.5185458,-3.2915839
1529.914026,-2.6321553,-3.1537318
1529.916494,-2.7755625,-3.0161807
1529.918963,-2.9294996,-2.8704832
1529.921432,-3.0975126,-2.7147121
1529.9239,-3.2951813,-2.5498186
1529.926369,-3.5187304,-2.3843783
1529.928837,-3.7797509,-2.205211
1529.931306,-4.0679661,-2.0294073
1529.933775,-4.3780609,-1.8576055
1529.936243,-4.7389925,-1.6978512
1529.938712,-5.1386494,-1.5392993
1529.941181,-5.5581733,-1.3699463
1529.943649,-6.017951,-1.2139853
1529.946118,-6.5330213,-1.0731031
1529.948587,-7.1132698,-0.937037
1529.951055,-7.7160994,-0.8195114
1529.953524,-8.3771511,-0.7109723
1529.955992,-9.1052316,-0.620727
1529.958461,-9.8620024,-0.5356796
1529.96093,-10.661728,-0.4496726
1529.963398,-11.5377552,-0.3840542
1529.965867,-12.4473478,-0.3207504
1529.968336,-13.4009342,-0.2814751
1529.970804,-14.4185494,-0.2555857
1529.973273,-15.4829462,-0.2102257
1529.975741,-16.6064782,-0.1744192
1529.97821,-17.7924252,-0.1738469
1529.980679,-19.0035359,-0.1409987
1529.983147,-20.2568471,-0.1264019
1529.985616,-21.5965605,-0.1265172
1529.988085,-23.0041672,-0.1263519
1529.990553,-24.328613,-0.1022757
1529.993022,-25.7163192,-0.1003732
1529.995491,-26.9888338,-0.1014616
1529.997959,-28.1974222,-0.1035189
1530.000428,-29.3980674,-0.0985133
1530.002896,-30.5296418,-0.1040137
1530.005365,-31.3049278,-0.0949941
1530.007834,-32.1739691,-0.0988054
1530.010302,-32.8679,-0.091373
1530.012771,-33.0067176,-0.086208
1530.01524,-33.5664897,-0.1031877
1530.017708,-33.7461907,-0.0945916
1530.020177,-33.7230389,-0.0974288
1530.022646,-33.9633704,-0.086422
1530.025114,-33.746247,-0.0859525
1530.027583,-33.6893694,-0.1002498
1530.030051,-33.8649452,-0.0980212
1530.03252,-33.9528539,-0.0959137
1530.034989,-33.9975518,-0.1082444
1530.037457,-34.1893317,-0.1109524
1530.039926,-34.4766929,-0.1021123
1530.042395,-34.4089489,-0.09212
1530.044863,-34.5629365,-0.0917743
1530.047332,-34.833286,-0.0910414
1530.049801,-35.1785463,-0.0879019
1530.052269,-35.6597127,-0.0914591
1530.054738,-36.1750435,-0.1006895
1530.057206,-36.7227043,-0.1045513
1530.059675,-37.5461085,-0.0928654
1530.062144,-38.9540973,-0.1007175
1530.064612,-40.2448767,-0.0973489
1530.067081,-41.4182337,-0.0873117
1530.06955,-43.49316,-0.0973396
1530.072018,-44.5786661,-0.0921466
1530.074487,-45.4558414,-0.0899952
1530.076956,-46.3797864,-0.0880535
1530.079424,-46.6708685,-0.1074949
1530.081893,-47.6398356,-0.1037339
1530.084361,-47.2877617,-0.0913876
1530.08683,-47.2561147,-0.0936663
1530.089299,-45.9251994,-0.0971131
1530.091767,-44.8565409,-0.0995033
1530.094236,-43.9235997,-0.0972398
1530.096705,-43.3933912,-0.1030738
1530.099173,-42.2790864,-0.0976324
1530.101642,-42.2892577,-0.0978751
1530.104111,-41.7152592,-0.0984603
1530.106579,-41.5798801,-0.1042824
1530.109048,-41.0623888,-0.0803119
1530.111516,-40.1005578,-0.0979191
1530.113985,-40.1809339,-0.0908626
1530.116454,-39.1120455,-0.0941749
1530.118922,-39.0021437,-0.1097046
1530.121391,-38.2887309,-0.0892588
1530.12386,-38.1197036,-0.0971025
1530.126328,-37.5335039,-0.0969796
1530.128797,-36.5336637,-0.0922569
1530.131265,-36.2264524,-0.0846134
1530.133734,-35.2939529,-0.1065924
1530.136203,-35.1526939,-0.0953766
1530.138671,-34.7880243,-0.097671
1530.14114,-34.2955239,-0.0954718
1530.143609,-33.9756331,-0.0977294
1530.146077,-33.5229873,-0.1007936
1530.148546,-33.1564235,-0.0907814
1530.151015,-33.0484456,-0.0886699
1530.153483,-33.0705612,-0.0941476
1530.155952,-33.1820765,-0.0904871
1530.15842,-32.9722935,-0.09096
1530.160889,-33.0237776,-0.090857
1530.163358,-33.4125187,-0.0904542
1530.165826,-33.6175832,-0.0939319
1530.168295,-34.1980567,-0.0912639
1530.170764,-34.8387756,-0.0877049
1530.173232,-35.3224893,-0.0915768
1530.175701,-36.0549246,-0.0814175
1530.17817,-36.85667,-0.0788239
1530.180638,-37.6661043,-0.0966118
1530.183107,-38.7775286,-0.097
1530.185575,-40.1364804,-0.0925397
1530.188044,-41.0252514,-0.1035058
1530.190513,-42.7724829,-0.1062858
1530.192981,-45.5453304,-0.0995171
1530.19545,-46.5294912,-0.0833536
1530.197919,-48.5729295,-0.088308
1530.200387,-50.7219388,-0.0944689
1530.202856,-50.0508076,-0.0858555
1530.205325,-47.48715,-0.0901673
1530.207793,-45.5695812,-0.0935165
1530.210262,-43.3187515,-0.0720472
1530.21273,-41.198414,-0.0817992
1530.215199,-38.6316566,-0.0899376
1530.217668,-37.2680976,-0.0875594
1530.220136,-35.430119,-0.0996061
1530.222605,-34.1327372,-0.0924428
1530.225074,-32.8049288,-0.0975188
1530.227542,-31.6956674,-0.0895221
1530.230011,-30.7130641,-0.1036997
1530.23248,-29.4757655,-0.1010797
1530.234948,-28.5968634,-0.1076064
1530.237417,-27.7707306,-0.1082299
1530.239885,-27.343608,-0.0988632
1530.242354,-26.7261434,-0.1178103
1530.244823,-26.3757768,-0.0927241
1530.247291,-26.1582904,-0.1040637
1530.24976,-25.9765093,-0.101499
1530.252229,-26.1786565,-0.1038377
1530.254697,-26.4907473,-0.0994857
1530.257166,-27.1787754,-0.0980753
1530.259634,-28.2127823,-0.0932973
1530.262103,-29.5810068,-0.1015841
1530.264572,-31.9416528,-0.0960418
1530.26704,-34.3976636,-0.1016259
1530.269509,-35.0472058,-0.0964155
1530.271978,-31.7260484,-0.1058788
1530.274446,-27.6139706,-0.1096502
1530.276915,-24.2633615,-0.1124482
1530.279384,-21.5819616,-0.1304338
1530.281852,-19.2741079,-0.1627665
1530.284321,-17.2793287,-0.186101
1530.286789,-15.5530866,-0.2157757
1530.289258,-14.0187591,-0.2804411
1530.291727,-12.6359955,-0.3461752
1530.294195,-11.4057257,-0.4253656
1530.296664,-10.3026569,-0.5236203
1530.299133,-9.2909307,-0.6450975
1530.301601,-8.3784941,-0.7776065
1530.30407,-7.5618073,-0.9235981
1530.306539,-6.8399535,-1.0753172
1530.309007,-6.1852542,-1.2486384
1530.311476,-5.5931953,-1.4359844
1530.313944,-5.076434,-1.634127
1530.316413,-4.6095281,-1.8395018
1530.318882,-4.196451,-2.0495391
1530.32135,-3.8342722,-2.2624437
1530.323819,-3.5089551,-2.48004
1530.326288,-3.2357993,-2.7002806
1530.328756,-2.9886658,-2.9101281
1530.331225,-2.7653478,-3.1102476
1530.333694,-2.5836376,-3.3033732
1530.336162,-2.4118177,-3.4812919
1530.338631,-2.2717111,-3.6440662
1530.341099,-2.145391,-3.8023766
1530.343568,-2.0304903,-3.9357058
1530.346037,-1.9569361,-4.0595095
1530.348505,-1.8829381,-4.1391851
1530.350974,-1.8254342,-4.2338894
1530.353443,-1.7716375,-4.3015803
1530.355911,-1.7434695,-4.3600992
1530.35838,-1.7108084,-4.3994924
1530.360849,-1.6996893,-4.4165547
1530.363317,-1.7155952,-4.4142839
1530.365786,-1.7319847,-4.4009822
1530.368254,-1.7147346,-4.3621669
1530.370723,-1.7817439,-4.286637
1530.373192,-1.7984601,-4.201984
1530.37566,-1.8881611,-4.1172528
1530.378129,-1.9452189,-4.0141727
1530.380598,-2.024722,-3.8840655
1530.383066,-2.1228201,-3.7563124
1530.385535,-2.242315,-3.614506
1530.388004,-2.3937834,-3.4411118
1530.390472,-2.5350202,-3.2549975
1530.392941,-2.7369052,-3.0801846
1530.395409,-2.9213411,-2.8927548
1530.397878,-3.1431603,-2.6864213
1530.400347,-3.4076574,-2.486209
1530.402815,-3.6947342,-2.2804033
1530.405284,-4.0106554,-2.0895895
1530.407753,-4.3568963,-1.8936056
1530.410221,-4.7491239,-1.7172861
1530.41269,-5.1843245,-1.5189236
1530.415158,-5.6552153,-1.3354621
1530.417627,-6.1874257,-1.1809786
1530.420096,-6.7661576,-1.0295372
1530.422564,-7.4131148,-0.8938743
1530.425033,-8.1144794,-0.773926
1530.427502,-8.8595363,-0.6570067
1530.42997,-9.6490937,-0.5541281
1530.432439,-10.5125311,-0.4720604
1530.434908,-11.4135247,-0.3946469
1530.437376,-12.3381812,-0.3416889
1530.439845,-13.294444,-0.3047866
1530.442313,-14.3110468,-0.2658905
1530.444782,-15.3982317,-0.22576
1530.447251,-16.530386,-0.2071102
1530.449719,-17.7185608,-0.1873542
1530.452188,-18.9248641,-0.1602578
1530.454657,-20.1708892,-0.1259875
1530.457125,-21.3767014,-0.1395832
1530.459594,-22.5621883,-0.1289202
1530.462063,-23.7518283,-0.1271436
1530.464531,-24.7662755,-0.1294064
1530.467,-25.8339759,-0.1168445
1530.469468,-26.7375381,-0.1184722
1530.471937,-27.4720942,-0.1038612
1530.474406,-28.0372665,-0.112148
1530.476874,-28.6007938,-0.1149327
1530.479343,-28.9376293,-0.0974366
1530.481812,-29.2305118,-0.1095677
1530.48428,-29.4834011,-0.1153169
1530.486749,-29.6083554,-0.0986938
1530.489218,-29.6294351,-0.1216645
1530.491686,-29.5572465,-0.1010589
1530.494155,-29.6200722,-0.1077713
1530.496623,-29.7389997,-0.1086908
1530.499092,-29.7660778,-0.102035
1530.501561,-29.672385,-0.1064093
1530.504029,-29.8932067,-0.104928
1530.506498,-30.0242373,-0.1084716
1530.508967,-30.2317028,-0.1157848
1530.511435,-30.5694837,-0.1184031
1530.513904,-30.663231,-0.1075906
1530.516373,-30.7514732,-0.1207709
1530.518841,-31.0427861,-0.1148054
1530.52131,-31.3407229,-0.1000338
1530.523778,-31.5186543,-0.1024328
1530.526247,-31.8873181,-0.1017287
1530.528716,-32.4657486,-0.0969603
1530.531184,-32.8074495,-0.0971714
1530.533653,-33.2146713,-0.0966753
1530.536122,-34.0439463,-0.1033534
1530.53859,-34.6394986,-0.1047633
1530.541059,-34.9550343,-0.0995038
1530.543528,-35.7594569,-0.0989728
1530.545996,-36.5302874,-0.1048405
1530.548465,-37.2524786,-0.1081951
1530.550933,-38.2103662,-0.1019651
1530.553402,-38.8295669,-0.0995333
1530.555871,-39.6905559,-0.0997132
1530.558339,-41.4954413,-0.1022644
1530.560808,-43.1358316,-0.1010082
1530.563277,-43.9582557,-0.1034959
1530.565745,-44.3913378,-0.1012656
1530.568214,-44.6015731,-0.1026815
1530.570682,-43.2457259,-0.1058824
1530.573151,-41.6147735,-0.1104954
1530.57562,-40.445109,-0.113506
1530.578088,-39.5419333,-0.0999377
1530.580557,-38.4061249,-0.1003696
1530.583026,-37.4799864,-0.1004912
1530.585494,-36.4260686,-0.0919552
1530.587963,-36.1153745,-0.1009257
1530.590432,-35.4813554,-0.1076568
1530.5929,-35.4532159,-0.0879286
