# ------------------------------------------------------------------------
# NASA-GSFC Planetary Spectrum Generator (PSG, Villanueva et al. 2018, 2022)
# Atmospheric transmittance spectrum synthesized with PUMAS
# Synthesized on Wed Jun 12 01:29:03 2024
# Spectral unit: Wavelength [um]
# ------------------------------------------------------------------------
# Wave/freq Total CH4
1.686350000e+00 9.88503e-01 9.88503e-01
1.686360000e+00 9.93111e-01 9.93111e-01
1.686370000e+00 9.97111e-01 9.97111e-01
1.686380000e+00 9.98307e-01 9.98307e-01
1.686390000e+00 9.98594e-01 9.98594e-01
1.686400000e+00 9.98497e-01 9.98497e-01
1.686410000e+00 9.98489e-01 9.98489e-01
1.686420000e+00 9.97292e-01 9.97292e-01
1.686430000e+00 9.97259e-01 9.97259e-01
1.686440000e+00 9.97491e-01 9.97491e-01
1.686450000e+00 9.97075e-01 9.97075e-01
1.686460000e+00 9.94418e-01 9.94418e-01
1.686470000e+00 9.97073e-01 9.97073e-01
1.686480000e+00 9.98315e-01 9.98315e-01
1.686490000e+00 9.98131e-01 9.98131e-01
1.686500000e+00 9.98508e-01 9.98508e-01
1.686510000e+00 9.99112e-01 9.99112e-01
1.686520000e+00 9.99282e-01 9.99282e-01
1.686530000e+00 9.99375e-01 9.99375e-01
1.686540000e+00 9.99257e-01 9.99257e-01
1.686550000e+00 9.99212e-01 9.99212e-01
1.686560000e+00 9.99181e-01 9.99181e-01
1.686570000e+00 9.98824e-01 9.98824e-01
1.686580000e+00 9.97586e-01 9.97586e-01
1.686590000e+00 9.93616e-01 9.93616e-01
1.686600000e+00 9.95775e-01 9.95775e-01
1.686610000e+00 9.97188e-01 9.97188e-01
1.686620000e+00 9.97862e-01 9.97862e-01
1.686630000e+00 9.97833e-01 9.97833e-01
1.686640000e+00 9.95565e-01 9.95565e-01
1.686650000e+00 9.96674e-01 9.96674e-01
1.686660000e+00 9.96271e-01 9.96271e-01
1.686670000e+00 9.96014e-01 9.96014e-01
1.686680000e+00 9.97591e-01 9.97591e-01
1.686690000e+00 9.96816e-01 9.96816e-01
1.686700000e+00 9.94420e-01 9.94420e-01
1.686710000e+00 9.97134e-01 9.97134e-01
1.686720000e+00 9.98533e-01 9.98533e-01
1.686730000e+00 9.98717e-01 9.98717e-01
1.686740000e+00 9.98532e-01 9.98532e-01
1.686750000e+00 9.98541e-01 9.98541e-01
1.686760000e+00 9.97681e-01 9.97681e-01
1.686770000e+00 9.98539e-01 9.98539e-01
1.686780000e+00 9.98143e-01 9.98143e-01
1.686790000e+00 9.98543e-01 9.98543e-01
1.686800000e+00 9.99215e-01 9.99215e-01
1.686810000e+00 9.99398e-01 9.99398e-01
1.686820000e+00 9.99396e-01 9.99396e-01
1.686830000e+00 9.99393e-01 9.99393e-01
1.686840000e+00 9.99342e-01 9.99342e-01
1.686850000e+00 9.99133e-01 9.99133e-01
1.686860000e+00 9.98110e-01 9.98110e-01
1.686870000e+00 9.97862e-01 9.97862e-01
1.686880000e+00 9.98991e-01 9.98991e-01
1.686890000e+00 9.99324e-01 9.99324e-01
1.686900000e+00 9.99418e-01 9.99418e-01
1.686910000e+00 9.99416e-01 9.99416e-01
1.686920000e+00 9.99313e-01 9.99313e-01
1.686930000e+00 9.99078e-01 9.99078e-01
1.686940000e+00 9.98759e-01 9.98759e-01
1.686950000e+00 9.98133e-01 9.98133e-01
1.686960000e+00 9.97749e-01 9.97749e-01
1.686970000e+00 9.98300e-01 9.98300e-01
1.686980000e+00 9.97483e-01 9.97483e-01
1.686990000e+00 9.97023e-01 9.97023e-01
1.687000000e+00 9.98363e-01 9.98363e-01
1.687010000e+00 9.98928e-01 9.98928e-01
1.687020000e+00 9.99104e-01 9.99104e-01
1.687030000e+00 9.99092e-01 9.99092e-01
1.687040000e+00 9.98983e-01 9.98983e-01
1.687050000e+00 9.98655e-01 9.98655e-01
1.687060000e+00 9.98869e-01 9.98869e-01
1.687070000e+00 9.98844e-01 9.98844e-01
1.687080000e+00 9.98855e-01 9.98855e-01
1.687090000e+00 9.98845e-01 9.98845e-01
1.687100000e+00 9.98745e-01 9.98745e-01
1.687110000e+00 9.98676e-01 9.98676e-01
1.687120000e+00 9.98483e-01 9.98483e-01
1.687130000e+00 9.98298e-01 9.98298e-01
1.687140000e+00 9.97962e-01 9.97962e-01
1.687150000e+00 9.97339e-01 9.97339e-01
1.687160000e+00 9.97688e-01 9.97688e-01
1.687170000e+00 9.97638e-01 9.97638e-01
1.687180000e+00 9.97363e-01 9.97363e-01
1.687190000e+00 9.96927e-01 9.96927e-01
1.687200000e+00 9.96247e-01 9.96247e-01
1.687210000e+00 9.95272e-01 9.95272e-01
1.687220000e+00 9.94488e-01 9.94488e-01
1.687230000e+00 9.93026e-01 9.93026e-01
1.687240000e+00 9.90501e-01 9.90501e-01
1.687250000e+00 9.85363e-01 9.85363e-01
1.687260000e+00 9.79019e-01 9.79019e-01
1.687270000e+00 9.64067e-01 9.64067e-01
1.687280000e+00 9.11865e-01 9.11865e-01
1.687290000e+00 8.31869e-01 8.31869e-01
1.687300000e+00 8.05606e-01 8.05606e-01
1.687310000e+00 8.20759e-01 8.20759e-01
1.687320000e+00 8.26018e-01 8.26018e-01
1.687330000e+00 8.96150e-01 8.96150e-01
1.687340000e+00 8.33974e-01 8.33974e-01
1.687350000e+00 8.49917e-01 8.49917e-01
1.687360000e+00 9.40123e-01 9.40123e-01
1.687370000e+00 9.70686e-01 9.70686e-01
1.687380000e+00 9.82647e-01 9.82647e-01
1.687390000e+00 9.88363e-01 9.88363e-01
1.687400000e+00 9.91458e-01 9.91458e-01
1.687410000e+00 9.93450e-01 9.93450e-01
1.687420000e+00 9.94702e-01 9.94702e-01
1.687430000e+00 9.95662e-01 9.95662e-01
1.687440000e+00 9.96379e-01 9.96379e-01
1.687450000e+00 9.96824e-01 9.96824e-01
1.687460000e+00 9.97019e-01 9.97019e-01
1.687470000e+00 9.96925e-01 9.96925e-01
1.687480000e+00 9.96454e-01 9.96454e-01
1.687490000e+00 9.94226e-01 9.94226e-01
1.687500000e+00 9.94390e-01 9.94390e-01
1.687510000e+00 9.91956e-01 9.91956e-01
1.687520000e+00 9.92582e-01 9.92582e-01
1.687530000e+00 9.96460e-01 9.96460e-01
1.687540000e+00 9.97664e-01 9.97664e-01
1.687550000e+00 9.97702e-01 9.97702e-01
1.687560000e+00 9.97715e-01 9.97715e-01
1.687570000e+00 9.98303e-01 9.98303e-01
1.687580000e+00 9.98583e-01 9.98583e-01
1.687590000e+00 9.98327e-01 9.98327e-01
1.687600000e+00 9.97826e-01 9.97826e-01
1.687610000e+00 9.98712e-01 9.98712e-01
1.687620000e+00 9.99057e-01 9.99057e-01
1.687630000e+00 9.99164e-01 9.99164e-01
1.687640000e+00 9.99099e-01 9.99099e-01
1.687650000e+00 9.99147e-01 9.99147e-01
1.687660000e+00 9.99190e-01 9.99190e-01
1.687670000e+00 9.99137e-01 9.99137e-01
1.687680000e+00 9.99244e-01 9.99244e-01
1.687690000e+00 9.99213e-01 9.99213e-01
1.687700000e+00 9.99037e-01 9.99037e-01
1.687710000e+00 9.98371e-01 9.98371e-01
1.687720000e+00 9.98121e-01 9.98121e-01
1.687730000e+00 9.96953e-01 9.96953e-01
1.687740000e+00 9.95756e-01 9.95756e-01
1.687750000e+00 9.97070e-01 9.97070e-01
1.687760000e+00 9.95388e-01 9.95388e-01
1.687770000e+00 9.92243e-01 9.92243e-01
1.687780000e+00 9.92502e-01 9.92502e-01
1.687790000e+00 9.95657e-01 9.95657e-01
1.687800000e+00 9.97742e-01 9.97742e-01
1.687810000e+00 9.98628e-01 9.98628e-01
1.687820000e+00 9.98863e-01 9.98863e-01
1.687830000e+00 9.98911e-01 9.98911e-01
1.687840000e+00 9.98833e-01 9.98833e-01
1.687850000e+00 9.98431e-01 9.98431e-01
1.687860000e+00 9.97082e-01 9.97082e-01
1.687870000e+00 9.92100e-01 9.92100e-01
1.687880000e+00 9.93483e-01 9.93483e-01
1.687890000e+00 9.97296e-01 9.97296e-01
1.687900000e+00 9.98427e-01 9.98427e-01
1.687910000e+00 9.98704e-01 9.98704e-01
1.687920000e+00 9.98305e-01 9.98305e-01
1.687930000e+00 9.98286e-01 9.98286e-01
1.687940000e+00 9.98468e-01 9.98468e-01
1.687950000e+00 9.98466e-01 9.98466e-01
1.687960000e+00 9.97834e-01 9.97834e-01
1.687970000e+00 9.95137e-01 9.95137e-01
1.687980000e+00 9.88741e-01 9.88741e-01
1.687990000e+00 9.94339e-01 9.94339e-01
1.688000000e+00 9.97508e-01 9.97508e-01
1.688010000e+00 9.98626e-01 9.98626e-01
1.688020000e+00 9.99044e-01 9.99044e-01
1.688030000e+00 9.99195e-01 9.99195e-01
1.688040000e+00 9.99171e-01 9.99171e-01
1.688050000e+00 9.98943e-01 9.98943e-01
1.688060000e+00 9.97995e-01 9.97995e-01
1.688070000e+00 9.97868e-01 9.97868e-01
1.688080000e+00 9.98636e-01 9.98636e-01
1.688090000e+00 9.98865e-01 9.98865e-01
1.688100000e+00 9.98598e-01 9.98598e-01
1.688110000e+00 9.97580e-01 9.97580e-01
1.688120000e+00 9.93926e-01 9.93926e-01
1.688130000e+00 9.90569e-01 9.90569e-01
1.688140000e+00 9.95777e-01 9.95777e-01
1.688150000e+00 9.97283e-01 9.97283e-01
1.688160000e+00 9.96337e-01 9.96337e-01
1.688170000e+00 9.96420e-01 9.96420e-01
1.688180000e+00 9.97163e-01 9.97163e-01
1.688190000e+00 9.97797e-01 9.97797e-01
1.688200000e+00 9.98881e-01 9.98881e-01
1.688210000e+00 9.99216e-01 9.99216e-01
1.688220000e+00 9.99283e-01 9.99283e-01
1.688230000e+00 9.99099e-01 9.99099e-01
1.688240000e+00 9.98484e-01 9.98484e-01
1.688250000e+00 9.98386e-01 9.98386e-01
1.688260000e+00 9.96940e-01 9.96940e-01
1.688270000e+00 9.97397e-01 9.97397e-01
1.688280000e+00 9.98465e-01 9.98465e-01
1.688290000e+00 9.98091e-01 9.98091e-01
1.688300000e+00 9.96101e-01 9.96101e-01
1.688310000e+00 9.97058e-01 9.97058e-01
1.688320000e+00 9.98540e-01 9.98540e-01
1.688330000e+00 9.98992e-01 9.98992e-01
1.688340000e+00 9.98776e-01 9.98776e-01
1.688350000e+00 9.97196e-01 9.97196e-01
1.688360000e+00 9.97736e-01 9.97736e-01
1.688370000e+00 9.98899e-01 9.98899e-01
1.688380000e+00 9.99337e-01 9.99337e-01
1.688390000e+00 9.99469e-01 9.99469e-01
1.688400000e+00 9.99429e-01 9.99429e-01
1.688410000e+00 9.99107e-01 9.99107e-01
1.688420000e+00 9.98291e-01 9.98291e-01
1.688430000e+00 9.98870e-01 9.98870e-01
1.688440000e+00 9.99088e-01 9.99088e-01
1.688450000e+00 9.98573e-01 9.98573e-01
1.688460000e+00 9.98487e-01 9.98487e-01
1.688470000e+00 9.97663e-01 9.97663e-01
1.688480000e+00 9.98686e-01 9.98686e-01
1.688490000e+00 9.99087e-01 9.99087e-01
1.688500000e+00 9.99311e-01 9.99311e-01
1.688510000e+00 9.99425e-01 9.99425e-01
1.688520000e+00 9.99217e-01 9.99217e-01
1.688530000e+00 9.99111e-01 9.99111e-01
1.688540000e+00 9.99467e-01 9.99467e-01
1.688550000e+00 9.99659e-01 9.99659e-01
1.688560000e+00 9.99713e-01 9.99713e-01
1.688570000e+00 9.99708e-01 9.99708e-01
1.688580000e+00 9.99739e-01 9.99739e-01
1.688590000e+00 9.99752e-01 9.99752e-01
1.688600000e+00 9.99729e-01 9.99729e-01
1.688610000e+00 9.99646e-01 9.99646e-01
1.688620000e+00 9.99429e-01 9.99429e-01
1.688630000e+00 9.98883e-01 9.98883e-01
1.688640000e+00 9.98971e-01 9.98971e-01
1.688650000e+00 9.99456e-01 9.99456e-01
1.688660000e+00 9.99618e-01 9.99618e-01
1.688670000e+00 9.99664e-01 9.99664e-01
1.688680000e+00 9.99617e-01 9.99617e-01
1.688690000e+00 9.99467e-01 9.99467e-01
1.688700000e+00 9.99502e-01 9.99502e-01
1.688710000e+00 9.99474e-01 9.99474e-01
1.688720000e+00 9.99444e-01 9.99444e-01
1.688730000e+00 9.99556e-01 9.99556e-01
1.688740000e+00 9.99568e-01 9.99568e-01
1.688750000e+00 9.99534e-01 9.99534e-01
1.688760000e+00 9.99482e-01 9.99482e-01
1.688770000e+00 9.99320e-01 9.99320e-01
1.688780000e+00 9.99047e-01 9.99047e-01
1.688790000e+00 9.98377e-01 9.98377e-01
1.688800000e+00 9.97329e-01 9.97329e-01
1.688810000e+00 9.97827e-01 9.97827e-01
1.688820000e+00 9.97412e-01 9.97412e-01
1.688830000e+00 9.95098e-01 9.95098e-01
1.688840000e+00 9.96363e-01 9.96363e-01
1.688850000e+00 9.95919e-01 9.95919e-01
1.688860000e+00 9.94036e-01 9.94036e-01
1.688870000e+00 9.85144e-01 9.85144e-01
1.688880000e+00 9.83360e-01 9.83360e-01
1.688890000e+00 9.89097e-01 9.89097e-01
1.688900000e+00 9.94175e-01 9.94175e-01
1.688910000e+00 9.96110e-01 9.96110e-01
1.688920000e+00 9.95382e-01 9.95382e-01
1.688930000e+00 9.90798e-01 9.90798e-01
1.688940000e+00 9.89948e-01 9.89948e-01
1.688950000e+00 9.93212e-01 9.93212e-01
1.688960000e+00 9.92332e-01 9.92332e-01
1.688970000e+00 9.92599e-01 9.92599e-01
1.688980000e+00 9.91976e-01 9.91976e-01
1.688990000e+00 9.91469e-01 9.91469e-01
1.689000000e+00 9.88102e-01 9.88102e-01
1.689010000e+00 9.95340e-01 9.95340e-01
1.689020000e+00 9.97738e-01 9.97738e-01
1.689030000e+00 9.98634e-01 9.98634e-01
1.689040000e+00 9.99033e-01 9.99033e-01
1.689050000e+00 9.99234e-01 9.99234e-01
1.689060000e+00 9.99330e-01 9.99330e-01
1.689070000e+00 9.99332e-01 9.99332e-01
1.689080000e+00 9.99258e-01 9.99258e-01
1.689090000e+00 9.99200e-01 9.99200e-01
1.689100000e+00 9.99210e-01 9.99210e-01
1.689110000e+00 9.99003e-01 9.99003e-01
1.689120000e+00 9.98742e-01 9.98742e-01
1.689130000e+00 9.97874e-01 9.97874e-01
1.689140000e+00 9.96286e-01 9.96286e-01
1.689150000e+00 9.96640e-01 9.96640e-01
1.689160000e+00 9.96089e-01 9.96089e-01
1.689170000e+00 9.97381e-01 9.97381e-01
1.689180000e+00 9.95967e-01 9.95967e-01
1.689190000e+00 9.95275e-01 9.95275e-01
1.689200000e+00 9.93493e-01 9.93493e-01
1.689210000e+00 9.96350e-01 9.96350e-01
1.689220000e+00 9.98269e-01 9.98269e-01
1.689230000e+00 9.98921e-01 9.98921e-01
1.689240000e+00 9.99153e-01 9.99153e-01
1.689250000e+00 9.99180e-01 9.99180e-01
1.689260000e+00 9.99063e-01 9.99063e-01
1.689270000e+00 9.98663e-01 9.98663e-01
1.689280000e+00 9.97476e-01 9.97476e-01
1.689290000e+00 9.92530e-01 9.92530e-01
1.689300000e+00 9.90611e-01 9.90611e-01
1.689310000e+00 9.96291e-01 9.96291e-01
1.689320000e+00 9.97566e-01 9.97566e-01
1.689330000e+00 9.98423e-01 9.98423e-01
1.689340000e+00 9.99082e-01 9.99082e-01
1.689350000e+00 9.99220e-01 9.99220e-01
1.689360000e+00 9.99480e-01 9.99480e-01
1.689370000e+00 9.99604e-01 9.99604e-01
1.689380000e+00 9.99653e-01 9.99653e-01
1.689390000e+00 9.99646e-01 9.99646e-01
1.689400000e+00 9.99465e-01 9.99465e-01
1.689410000e+00 9.99415e-01 9.99415e-01
1.689420000e+00 9.99630e-01 9.99630e-01
1.689430000e+00 9.99629e-01 9.99629e-01
1.689440000e+00 9.99487e-01 9.99487e-01
1.689450000e+00 9.99444e-01 9.99444e-01
1.689460000e+00 9.99472e-01 9.99472e-01
1.689470000e+00 9.99405e-01 9.99405e-01
1.689480000e+00 9.99147e-01 9.99147e-01
1.689490000e+00 9.99100e-01 9.99100e-01
1.689500000e+00 9.99467e-01 9.99467e-01
1.689510000e+00 9.99532e-01 9.99532e-01
1.689520000e+00 9.99570e-01 9.99570e-01
1.689530000e+00 9.99536e-01 9.99536e-01
1.689540000e+00 9.99571e-01 9.99571e-01
1.689550000e+00 9.99483e-01 9.99483e-01
1.689560000e+00 9.99210e-01 9.99210e-01
1.689570000e+00 9.99331e-01 9.99331e-01
1.689580000e+00 9.99442e-01 9.99442e-01
1.689590000e+00 9.99349e-01 9.99349e-01
1.689600000e+00 9.99040e-01 9.99040e-01
1.689610000e+00 9.98229e-01 9.98229e-01
1.689620000e+00 9.96320e-01 9.96320e-01
1.689630000e+00 9.90576e-01 9.90576e-01
1.689640000e+00 9.95067e-01 9.95067e-01
1.689650000e+00 9.97660e-01 9.97660e-01
1.689660000e+00 9.98490e-01 9.98490e-01
1.689670000e+00 9.98831e-01 9.98831e-01
1.689680000e+00 9.99036e-01 9.99036e-01
1.689690000e+00 9.99348e-01 9.99348e-01
1.689700000e+00 9.99434e-01 9.99434e-01
1.689710000e+00 9.99367e-01 9.99367e-01
1.689720000e+00 9.99478e-01 9.99478e-01
1.689730000e+00 9.99422e-01 9.99422e-01
1.689740000e+00 9.99283e-01 9.99283e-01
1.689750000e+00 9.99302e-01 9.99302e-01
1.689760000e+00 9.99412e-01 9.99412e-01
1.689770000e+00 9.99475e-01 9.99475e-01
1.689780000e+00 9.99434e-01 9.99434e-01
1.689790000e+00 9.99325e-01 9.99325e-01
1.689800000e+00 9.99163e-01 9.99163e-01
1.689810000e+00 9.98848e-01 9.98848e-01
1.689820000e+00 9.98174e-01 9.98174e-01
1.689830000e+00 9.96660e-01 9.96660e-01
1.689840000e+00 9.91304e-01 9.91304e-01
1.689850000e+00 9.84204e-01 9.84204e-01
1.689860000e+00 9.89132e-01 9.89132e-01
1.689870000e+00 9.84107e-01 9.84107e-01
1.689880000e+00 9.92334e-01 9.92334e-01
1.689890000e+00 9.95676e-01 9.95676e-01
1.689900000e+00 9.96123e-01 9.96123e-01
1.689910000e+00 9.96476e-01 9.96476e-01
1.689920000e+00 9.97969e-01 9.97969e-01
1.689930000e+00 9.98784e-01 9.98784e-01
1.689940000e+00 9.98967e-01 9.98967e-01
1.689950000e+00 9.98904e-01 9.98904e-01
1.689960000e+00 9.98161e-01 9.98161e-01
1.689970000e+00 9.96893e-01 9.96893e-01
1.689980000e+00 9.98498e-01 9.98498e-01
1.689990000e+00 9.99192e-01 9.99192e-01
1.690000000e+00 9.99430e-01 9.99430e-01
1.690010000e+00 9.99524e-01 9.99524e-01
1.690020000e+00 9.99543e-01 9.99543e-01
1.690030000e+00 9.99540e-01 9.99540e-01
1.690040000e+00 9.99475e-01 9.99475e-01
1.690050000e+00 9.99257e-01 9.99257e-01
1.690060000e+00 9.98447e-01 9.98447e-01
1.690070000e+00 9.97087e-01 9.97087e-01
1.690080000e+00 9.98645e-01 9.98645e-01
1.690090000e+00 9.99234e-01 9.99234e-01
1.690100000e+00 9.99418e-01 9.99418e-01
1.690110000e+00 9.99462e-01 9.99462e-01
1.690120000e+00 9.99458e-01 9.99458e-01
1.690130000e+00 9.99395e-01 9.99395e-01
1.690140000e+00 9.99144e-01 9.99144e-01
1.690150000e+00 9.98457e-01 9.98457e-01
1.690160000e+00 9.96113e-01 9.96113e-01
1.690170000e+00 9.96705e-01 9.96705e-01
1.690180000e+00 9.98598e-01 9.98598e-01
1.690190000e+00 9.99055e-01 9.99055e-01
1.690200000e+00 9.98777e-01 9.98777e-01
1.690210000e+00 9.98856e-01 9.98856e-01
1.690220000e+00 9.99309e-01 9.99309e-01
1.690230000e+00 9.99407e-01 9.99407e-01
1.690240000e+00 9.99284e-01 9.99284e-01
1.690250000e+00 9.99098e-01 9.99098e-01
1.690260000e+00 9.99413e-01 9.99413e-01
1.690270000e+00 9.99509e-01 9.99509e-01
1.690280000e+00 9.99522e-01 9.99522e-01
1.690290000e+00 9.99486e-01 9.99486e-01
1.690300000e+00 9.99341e-01 9.99341e-01
1.690310000e+00 9.99181e-01 9.99181e-01
1.690320000e+00 9.99096e-01 9.99096e-01
1.690330000e+00 9.99210e-01 9.99210e-01
1.690340000e+00 9.99106e-01 9.99106e-01
1.690350000e+00 9.99168e-01 9.99168e-01
1.690360000e+00 9.99140e-01 9.99140e-01
1.690370000e+00 9.98936e-01 9.98936e-01
1.690380000e+00 9.98386e-01 9.98386e-01
1.690390000e+00 9.96571e-01 9.96571e-01
1.690400000e+00 9.95909e-01 9.95909e-01
1.690410000e+00 9.97258e-01 9.97258e-01
1.690420000e+00 9.97912e-01 9.97912e-01
1.690430000e+00 9.97447e-01 9.97447e-01
1.690440000e+00 9.97685e-01 9.97685e-01
1.690450000e+00 9.97615e-01 9.97615e-01
1.690460000e+00 9.97082e-01 9.97082e-01
1.690470000e+00 9.94713e-01 9.94713e-01
1.690480000e+00 9.93082e-01 9.93082e-01
1.690490000e+00 9.92724e-01 9.92724e-01
1.690500000e+00 9.95790e-01 9.95790e-01
1.690510000e+00 9.96762e-01 9.96762e-01
1.690520000e+00 9.96797e-01 9.96797e-01
1.690530000e+00 9.96455e-01 9.96455e-01
1.690540000e+00 9.95769e-01 9.95769e-01
1.690550000e+00 9.94603e-01 9.94603e-01
1.690560000e+00 9.92592e-01 9.92592e-01
1.690570000e+00 9.88778e-01 9.88778e-01
1.690580000e+00 9.80324e-01 9.80324e-01
1.690590000e+00 9.55719e-01 9.55719e-01
1.690600000e+00 8.86650e-01 8.86650e-01
1.690610000e+00 8.93912e-01 8.93912e-01
1.690620000e+00 9.03353e-01 9.03353e-01
1.690630000e+00 9.42659e-01 9.42659e-01
1.690640000e+00 9.16608e-01 9.16608e-01
1.690650000e+00 9.44781e-01 9.44781e-01
1.690660000e+00 9.52123e-01 9.52123e-01
1.690670000e+00 9.38274e-01 9.38274e-01
1.690680000e+00 8.50942e-01 8.50942e-01
1.690690000e+00 8.16823e-01 8.16823e-01
1.690700000e+00 9.26401e-01 9.26401e-01
1.690710000e+00 9.67825e-01 9.67825e-01
1.690720000e+00 9.82092e-01 9.82092e-01
1.690730000e+00 9.87224e-01 9.87224e-01
1.690740000e+00 9.91138e-01 9.91138e-01
1.690750000e+00 9.93706e-01 9.93706e-01
1.690760000e+00 9.95029e-01 9.95029e-01
1.690770000e+00 9.95605e-01 9.95605e-01
1.690780000e+00 9.95270e-01 9.95270e-01
1.690790000e+00 9.93600e-01 9.93600e-01
1.690800000e+00 9.93179e-01 9.93179e-01
1.690810000e+00 9.91790e-01 9.91790e-01
1.690820000e+00 9.95335e-01 9.95335e-01
1.690830000e+00 9.97312e-01 9.97312e-01
1.690840000e+00 9.98067e-01 9.98067e-01
1.690850000e+00 9.98404e-01 9.98404e-01
1.690860000e+00 9.98616e-01 9.98616e-01
1.690870000e+00 9.98757e-01 9.98757e-01
1.690880000e+00 9.98741e-01 9.98741e-01
1.690890000e+00 9.98335e-01 9.98335e-01
1.690900000e+00 9.98234e-01 9.98234e-01
1.690910000e+00 9.98432e-01 9.98432e-01
1.690920000e+00 9.98704e-01 9.98704e-01
1.690930000e+00 9.98770e-01 9.98770e-01
1.690940000e+00 9.98355e-01 9.98355e-01
1.690950000e+00 9.98313e-01 9.98313e-01
1.690960000e+00 9.98634e-01 9.98634e-01
1.690970000e+00 9.98155e-01 9.98155e-01
1.690980000e+00 9.96834e-01 9.96834e-01
1.690990000e+00 9.97445e-01 9.97445e-01
1.691000000e+00 9.98064e-01 9.98064e-01
1.691010000e+00 9.98292e-01 9.98292e-01
1.691020000e+00 9.98635e-01 9.98635e-01
1.691030000e+00 9.99183e-01 9.99183e-01
1.691040000e+00 9.99391e-01 9.99391e-01
1.691050000e+00 9.99454e-01 9.99454e-01
1.691060000e+00 9.99437e-01 9.99437e-01
1.691070000e+00 9.99470e-01 9.99470e-01
1.691080000e+00 9.99442e-01 9.99442e-01
1.691090000e+00 9.99196e-01 9.99196e-01
1.691100000e+00 9.99157e-01 9.99157e-01
1.691110000e+00 9.99331e-01 9.99331e-01
1.691120000e+00 9.99450e-01 9.99450e-01
1.691130000e+00 9.99402e-01 9.99402e-01
1.691140000e+00 9.99385e-01 9.99385e-01
1.691150000e+00 9.99513e-01 9.99513e-01
1.691160000e+00 9.99546e-01 9.99546e-01
1.691170000e+00 9.99536e-01 9.99536e-01
1.691180000e+00 9.99522e-01 9.99522e-01
1.691190000e+00 9.99486e-01 9.99486e-01
1.691200000e+00 9.99423e-01 9.99423e-01
1.691210000e+00 9.99277e-01 9.99277e-01
1.691220000e+00 9.98967e-01 9.98967e-01
1.691230000e+00 9.98399e-01 9.98399e-01
1.691240000e+00 9.96840e-01 9.96840e-01
1.691250000e+00 9.94760e-01 9.94760e-01
1.691260000e+00 9.90982e-01 9.90982e-01
1.691270000e+00 9.95497e-01 9.95497e-01
1.691280000e+00 9.97785e-01 9.97785e-01
1.691290000e+00 9.98496e-01 9.98496e-01
1.691300000e+00 9.98615e-01 9.98615e-01
1.691310000e+00 9.98285e-01 9.98285e-01
1.691320000e+00 9.96882e-01 9.96882e-01
1.691330000e+00 9.93345e-01 9.93345e-01
1.691340000e+00 9.95684e-01 9.95684e-01
1.691350000e+00 9.95215e-01 9.95215e-01
1.691360000e+00 9.94200e-01 9.94200e-01
1.691370000e+00 9.90608e-01 9.90608e-01
1.691380000e+00 9.88196e-01 9.88196e-01
1.691390000e+00 9.90299e-01 9.90299e-01
1.691400000e+00 9.95693e-01 9.95693e-01
1.691410000e+00 9.96648e-01 9.96648e-01
1.691420000e+00 9.95845e-01 9.95845e-01
1.691430000e+00 9.96582e-01 9.96582e-01
1.691440000e+00 9.93255e-01 9.93255e-01
1.691450000e+00 9.96002e-01 9.96002e-01
1.691460000e+00 9.98042e-01 9.98042e-01
1.691470000e+00 9.98423e-01 9.98423e-01
1.691480000e+00 9.98053e-01 9.98053e-01
1.691490000e+00 9.98738e-01 9.98738e-01
1.691500000e+00 9.99105e-01 9.99105e-01
1.691510000e+00 9.99126e-01 9.99126e-01
1.691520000e+00 9.98846e-01 9.98846e-01
1.691530000e+00 9.97822e-01 9.97822e-01
1.691540000e+00 9.96712e-01 9.96712e-01
1.691550000e+00 9.96514e-01 9.96514e-01
1.691560000e+00 9.95563e-01 9.95563e-01
1.691570000e+00 9.97203e-01 9.97203e-01
1.691580000e+00 9.97330e-01 9.97330e-01
1.691590000e+00 9.96374e-01 9.96374e-01
1.691600000e+00 9.97764e-01 9.97764e-01
1.691610000e+00 9.98658e-01 9.98658e-01
1.691620000e+00 9.98894e-01 9.98894e-01
1.691630000e+00 9.98886e-01 9.98886e-01
1.691640000e+00 9.98484e-01 9.98484e-01
1.691650000e+00 9.98487e-01 9.98487e-01
1.691660000e+00 9.97166e-01 9.97166e-01
1.691670000e+00 9.98109e-01 9.98109e-01
1.691680000e+00 9.98496e-01 9.98496e-01
1.691690000e+00 9.97249e-01 9.97249e-01
1.691700000e+00 9.96501e-01 9.96501e-01
1.691710000e+00 9.98565e-01 9.98565e-01
1.691720000e+00 9.99179e-01 9.99179e-01
1.691730000e+00 9.99334e-01 9.99334e-01
1.691740000e+00 9.99454e-01 9.99454e-01
1.691750000e+00 9.99545e-01 9.99545e-01
1.691760000e+00 9.99550e-01 9.99550e-01
1.691770000e+00 9.99479e-01 9.99479e-01
1.691780000e+00 9.99367e-01 9.99367e-01
1.691790000e+00 9.98985e-01 9.98985e-01
1.691800000e+00 9.99017e-01 9.99017e-01
1.691810000e+00 9.99153e-01 9.99153e-01
1.691820000e+00 9.99164e-01 9.99164e-01
1.691830000e+00 9.99302e-01 9.99302e-01
1.691840000e+00 9.99171e-01 9.99171e-01
1.691850000e+00 9.99048e-01 9.99048e-01
1.691860000e+00 9.99156e-01 9.99156e-01
1.691870000e+00 9.99175e-01 9.99175e-01
